avg_cosine_center,cosine_with_top1,cosine_with_top2,cosine_with_top3,cosine_with_top4,cosine_with_top5,device_id,url
0.25599999999999995,0.49,0.42,0.4,0.25,0.21,55164889d1a26845e5e8a3c90a882d969331d93c,http://tech.qq.com/a/20180626/026895.htm
0.21200000000000005,0.41000000000000003,0.32,0.28,0.28,0.21,6c41883c4bcb0ea6a99827893f5bc9430ba71244,https://www.ettoday.net/news/20180703/1204636.htm?from=chouti_et_news
-100.0,,,,,,868d2eaf70f9d6682429986a50ed8c19dbf5b7e7,http://wuliaoo.com/xionghaizigongcheng.html
0.21200000000000002,0.44,0.34,0.27,0.21,0.2,27c6e9a4160f57b7758bebcd4daf30739442f473,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-07-01/doc-ihespqry1561399.shtml
0.19111111111111112,0.63,0.31,0.2,0.2,0.14,16c973339bb127f4e880c3b2e656c95e6a9d4993,http://new.qq.com/omn/20180624/20180624A1JP8X.html?pgv_ref=aio2015&ptlang=2052&pgv_ref=aio2015
0.21000000000000002,0.37,0.35000000000000003,0.26,0.23,0.23,TWGDU17715001003,http://news.163.com/18/0629/19/DLG8R6PS0001875P.html
0.22800000000000004,0.45,0.35000000000000003,0.28,0.26,0.23,3HX7N17506001132,http://bbs.tianya.cn/post-feeling-4365901-1.shtml?event=rss%7Crss_web
0.16699999999999998,0.48,0.29,0.25,0.21,0.16,21a98f5d03037ece,https://www.ettoday.net/news/20180624/1197798.htm?from=chouti_et_news
-100.0,,,,,,b68d47ff69f9f413d7bffc29d7e0e26ad9ef30d8,https://www.miaopai.com/show/sYJ6uxYuYlxFY6053Qm23TJfEDnKQACzD-K~~g__.htm
0.197,0.5,0.3,0.26,0.22,0.16,00809fc9ad80e3beae7c45257ecc25c4a98cbc05,http://www.pniao.com/Mtopic/one/2.html
0.14699999999999996,0.39,0.27,0.18,0.17,0.16,b39780ee0991b4f2f3739ac7114150a179745933,http://chokstick.com/living/2018/06/penis-broken/
0.28099999999999997,0.63,0.48,0.35000000000000003,0.33,0.29,N8K5T16B29027724,https://www.zuinow.com/n9212389.html
0.215,0.35000000000000003,0.3,0.24,0.23,0.2,PBV7N16929000310,https://news.dahe.cn/2018/06-29/334619.html
-100.0,,,,,,26976e478ed7fb8c09826fbad80ab0178d92dad3,http://www.newsmth.net/bbstcon.php?board=Stock&gid=7643065
0.1366666666666667,0.46,0.07,-0.12,,,29e6ed850904,http://www.vgtime.com/topic/951953.jhtml
0.11200000000000002,0.47000000000000003,0.27,0.17,0.11,0.09,92b85c46c747be73a6914179c2e0d0cbcacefb31,http://www.bjd.com.cn/zc/sjc/201806/28/t20180628_11087767.html
0.081,0.45,0.12,0.1,0.08,0.07,AYMBJF8PPZTGSOHM,https://wallstreetcn.com/articles/3348008
0.215,0.49,0.35000000000000003,0.24,0.22,0.22,072007fa9248c1f8fb23369ccfd228e94ce00364,http://www.xdkb.net/index/article/2018-06/19/content_1099695.htm
0.187,0.35000000000000003,0.34,0.3,0.22,0.19,50f9f32,http://m2.people.cn/r/MV8wXzExMTg0OTI5XzU3XzE1Mjk3OTY2NTg=
0.138,0.3,0.3,0.24,0.22,0.13,1ca5dfe6fc0df40147aabfb9fd5a5c431fe62d6a,http://sputniknews.cn/society/201806271025744695/
0.281,0.45,0.44,0.41000000000000003,0.35000000000000003,0.34,1015fa6171e52703,http://news.163.com/18/0703/22/DLQRTEEE0001875P.html
0.08299999999999999,0.22,0.17,0.12,0.09,0.08,1ca5dfe6fc0df40147aabfb9fd5a5c431fe62d6a,http://sports.cri.cn/20180630/dd1f1b8b-9d2d-5186-62e4-3329705e1296.html
0.203,0.49,0.29,0.28,0.26,0.2,6b77238e7f5d559b53e1fbe77f0f097c016b42a4,http://www.jiqizhixin.com/articles/2018-06-30-5
0.163,0.63,0.27,0.2,0.16,0.12,a1c343af81088891a17a3795b3f063fb1c8ca8eb,http://www.iheima.com/zixun/2018/0628/168762.shtml?comefrom=couti
0.192,0.54,0.29,0.27,0.23,0.19,b4c05104,http://news.fznews.com.cn/dsxw/20180627/5b33030a5d930.shtml
-100.0,,,,,,393e82a9e3460ddfde5fd1018f5bbe8f2c600b8c,https://mp.weixin.qq.com/s/49Bp_PnC0wpGr9d53t7V8A
0.18200000000000005,0.4,0.38,0.21,0.17,0.14,9f9086bebe38bf030700b9bee8643d353ad4015b,http://news.163.com/18/0625/10/DL510CB60001899N.html
0.19700000000000004,0.52,0.34,0.31,0.26,0.12,020133350c220cfaa76d54a6af23afb3df581590,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-07-02/doc-ihespqry6591617.shtml
0.207,0.58,0.32,0.28,0.27,0.17,5LM7N16415018186,http://news.163.com/18/0625/15/DL5IL7JS0001899N.html
0.11500000000000002,0.21,0.21,0.2,0.2,0.1,A7QDU17C02002063,http://sports.sina.com.cn/basketball/nba/2018-07-03/doc-ihevauxi4691669.shtml
0.22999999999999998,0.51,0.36,0.31,0.29,0.26,b060c3f0e16e33687f0b111fadeac869477c0645,https://www.douban.com/note/680103348/
0.21625,0.4,0.34,0.25,0.21,0.19,69DDU16517004674,http://www.xinhuanet.com/world/2018-06/27/c_129902034.htm
0.098,0.14,0.14,0.12,0.12,0.11,Y2J7N17309000914,https://www.dongqiudi.com/archive/707975.html
0.187,0.4,0.26,0.26,0.18,0.17,9cfece70,http://www.vgtime.com/topic/951549.jhtml
0.07500000000000001,0.22,0.19,0.17,0.14,0.1,1a1da35917253ab7aac98258996116911f7d6272,http://2018.ifeng.com/a/20180629/58929390_0.shtml
0.188,0.48,0.34,0.27,0.22,0.15,b733835329768fc125e4f0bcb94648cca7828f9d,https://www.zuinow.com/n9325213.html
0.22200000000000003,0.44,0.31,0.3,0.28,0.25,6bca8394d3a37acbf7ed84f96d35b7594dcfb4d6,http://jx.people.com.cn/n2/2018/0621/c186330-31725515.html
0.183,0.46,0.33,0.22,0.19,0.18,09888344b8c721668bb94623e432423a4da45cad,https://www.jiemian.com/article/2272699.html
0.151,0.33,0.26,0.21,0.21,0.19,5cb21e8c3ae0e87a3bc200588ff87d04e4f8807f,http://news.stnn.cc/china/2018/0626/556982.shtml
0.141,0.55,0.23,0.21,0.17,0.16,95OZDEW4GE5TONYL,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/w/2018-07-05/doc-ihevauxk6747988.shtml
0.29700000000000004,0.52,0.41000000000000003,0.33,0.32,0.3,903c80b576d9f4f78bf3c93958d31d606e15fe32,http://news.ifeng.com/a/20180627/58906016_0.shtml
0.27,0.38,0.33,0.33,0.29,0.28,M92QACPSYRG54,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-07-04/doc-ihevauxk5601493.shtml
0.289,0.54,0.52,0.33,0.33,0.28,9889d5375a54473638,http://news.163.com/18/0701/15/DLKVCC390001875P.html
0.22800000000000004,0.5,0.37,0.33,0.27,0.24,b2e73f03e0bd402537b1b2cc3c71b1d8abac346e,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-26/doc-ihencxtu3085571.shtml
0.09,0.2,0.17,0.13,0.11,0.08,2d128e9aac078d473f5830adc30cf55424b6395a,https://www.huxiu.com/article/250411.html?f=chouti
0.13800000000000004,0.51,0.26,0.14,0.12,0.12,c786bb0fced8549baa76095a971ce2a2749d4e0f,http://news.stcn.com/2018/0704/14364934.shtml
0.17099999999999999,0.4,0.33,0.28,0.26,0.25,d11b555b8d5459724a1f948f31f243cc3bb2f191,http://finance.qq.com/a/20180624/005407.htm
-100.0,,,,,,a0c0fb1,http://fashion.163.com/photoview/3ONH0026/113263.html#p=DL5PUAO03ONH0026NOS
0.134,0.21,0.19,0.19,0.15,0.15,5092d95399dc5e1e48bb1d8b4c9e93449eb38845,http://tech.ifeng.com/a/20180701/45044851_0.shtml
-100.0,,,,,,9f9086bebe38bf030700b9bee8643d353ad4015b,https://www.douban.com/group/topic/118949067/
0.306,0.48,0.47000000000000003,0.43,0.42,0.39,58Y5T17911004819,http://www.xinhuanet.com/2018-07/03/c_1123072675.htm
0.256,0.45,0.38,0.38,0.29,0.27,e34cd2ea781f8342708c9d13c7484f4806025683,http://mobile2.itanzi.com/api2/a/918385?for=rss&rss=chouti
0.17300000000000001,0.3,0.26,0.2,0.17,0.16,c684234fe878eee1b0f0528751301efc5e280b6e,https://www.sohu.com/a/237090403_100120389
-100.0,,,,,,51b7ed8c6b648c39acfbf2773991268f7efba48d,http://www.miaopai.com/show/wSuv60CukoIcaAfx~fiA5mF~V6DYFtfkGlSKiw__.htm
0.33,0.8,0.47000000000000003,0.39,0.36,0.33,7a6582906176da34d45b4bd98b4ee8a0a9d2e0b1,http://news.163.com/18/0703/07/DLPAB17K0001875P.html
0.22999999999999998,0.56,0.56,0.32,0.2,0.14,078e1eff952af4fcb3622d95650f52a9a0684d11,http://www.xinhuanet.com/world/2018-07/01/c_1123062160.htm
0.238,0.65,0.44,0.29,0.26,0.23,338e8d9c4b7e1edd9de77d45df03da0e3629d858,http://news.iqilu.com/china/gedi/2018/0622/3958122.shtml
0.20600000000000002,0.55,0.36,0.27,0.27,0.21,d85cc46cc2f79bbd50bdf1c3533a78eb5dfa5727,http://world.huanqiu.com/exclusive/2018-06/12333029.html
-100.0,,,,,,CJL0216913003974,https://weizhishuangsp.tmall.com
-100.0,,,,,,4c6ecbf00bf4b1ee42a76f90026732566685bdcf,http://www.pearvideo.com/video_1368455
0.16599999999999998,0.25,0.23,0.22,0.2,0.17,9e3b56f4807591a1df29c98cd11c4e96139b426e,http://sports.sina.com.cn/basketball/nba/2018-06-21/doc-ihefphqk6160131.shtml
0.11800000000000002,0.46,0.22,0.14,0.13,0.1,CNT6R16909002568,https://wallstreetcn.com/articles/3348008
0.20000000000000004,0.46,0.22,0.2,0.19,0.1,a17f1983,http://games.sina.com.cn/g/g/2018-07-04/hevauxk5640524.shtml
0.16699999999999998,0.28,0.28,0.21,0.21,0.18,d58aae949618cbab35efd0abf404778e44e0beb4,http://ent.huanqiu.com/movie/yingshi-neidi/2018-06/12340542.html
0.13599999999999998,0.41000000000000003,0.34,0.17,0.16,0.12,763bfa2d99a66c4ffd0e9baf8457d4f700b797c3,http://www.xinhuanet.com/world/2018-06/26/c_1123039981.htm
0.332,0.67,0.59,0.4,0.34,0.34,a935c6a083b23c9cea7fd0ef3197859cddc64c07,http://news.163.com/18/0630/08/DLHLIBQP0001875P.html
0.248,0.6,0.43,0.25,0.22,0.21,34b5c8d7,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/w/2018-06-26/doc-ihencxtu1120281.shtml
0.177,0.37,0.28,0.25,0.17,0.17,754b5d10271332e82ba5aa718a576883d1783923,http://tech.qq.com/a/20180625/011348.htm
0.152,0.39,0.22,0.18,0.17,0.15,7f766aed8b62e2ff1e35a7b6e696dd86d2f65b02,https://www.jiemian.com/article/2265944.html
0.12,0.3,0.29,0.17,0.13,0.1,b7d945e9c34c8603107ee94de1f9b2bddf75e5fc,https://www.swissinfo.ch/chi/culture/来龙去脉_2018世界杯-瑞士球员双头鹰手势的渊源/44216574
0.18300000000000002,0.44,0.44,0.21,0.18,0.13,f075d254337e8c6d0e89b85b125764c012c0695f,http://news.163.com/18/0628/13/DLD0U86E0001875P.html
0.173,0.43,0.31,0.23,0.22,0.21,b18371b58312312459cb83d0659d6f489682adc3,http://jx.people.com.cn/n2/2018/0625/c186330-31741683.html
0.13699999999999998,0.48,0.39,0.3,0.19,0.05,348a129a44157e5eb40ac995a9a7bca90f42d33e,http://mobile2.itanzi.com/api2/a/919028?for=rss&rss=chouti
0.196,0.75,0.24,0.22,0.17,0.13,3ed99693b8bbc204d476563a6a24ff5d33268db8,http://www.ifanr.com/1052510?utm_source=rss&utm_medium=rss&utm_campaign=
0.238,0.49,0.44,0.28,0.25,0.23,7ef86596b1e53dc12c1c7e482c934f368ffb901f,http://www.mafengwo.cn/wenda/detail-9667131.html
0.137,0.44,0.25,0.23,0.15,0.13,2168d958c2b6fa2b192ef0698570c8800c68d3dd,http://hot.cnbeta.com/articles/game/741563
0.15600000000000003,0.41000000000000003,0.34,0.32,0.25,0.13,31108b5f607c5509704523f31bc79ed2f708a561,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-07-04/doc-ihevauxk4925666.shtml
0.152,0.29,0.28,0.27,0.21,0.2,86d2b53dd4b610c2924f7516e1a704c214bcdcd4,http://news.163.com/18/0628/11/DLCQOKRH0001899N.html
0.17099999999999999,0.45,0.21,0.21,0.18,0.17,78181012,https://www.swissinfo.ch/chi/瑞士建筑业_瑞士的建筑工人也有本难念的经/44207304
0.26599999999999996,0.51,0.45,0.4,0.36,0.33,ecaef97edd473470c03892845725d4064b640e9a,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-26/doc-ihencxtu0898508.shtml
0.16100000000000003,0.6,0.41000000000000003,0.24,0.07,0.07,59130773a458c0fa4f296c82ddef138d3901e930,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/w/2018-06-30/doc-ihespqrx6532515.shtml
-100.0,,,,,,417d0acc5d424ce711bdf4a25c4fe84034c31017,https://china.kyodonews.net/news/2018/06/95e44822f41d-22.html
0.069,0.18,0.15,0.13,0.13,0.12,b28eadca,https://www.huxiu.com/article/251006.html?f=chouti
0.20600000000000002,0.47000000000000003,0.36,0.35000000000000003,0.29,0.29,d76be39eb421ba4f5680ce9a77f7c8f27070899d,https://news.dahe.cn/2018/06-29/334329.html
0.15000000000000002,0.65,0.3,0.17,0.13,0.1,ce0fd4c4,http://news.gxnews.com.cn/staticpages/20180703/newgx5b3ae192-17444150.shtml
0.20900000000000002,0.59,0.38,0.3,0.29,0.21,2262a9c5f01d8bee1ceed849b7802bfbb41d7901,https://www.zuinow.com/n9213903.html
0.194,0.51,0.41000000000000003,0.27,0.22,0.18,D3H7N18328001578,http://m2.people.cn/r/MV8wXzExMjA4MTQyXzU4XzE1MzAxNTQ4Mjc=
0.12700000000000003,0.31,0.23,0.16,0.15,0.14,2c64aa8120a6edf6815ba5e394acb384e880bad6,https://www.thepaper.cn/newsDetail_forward_2231651
-100.0,,,,,,b1933e167f862c23ab783799aed27ff7dce5d416,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/wh/2018-06-24/doc-iheirxyf2547951.shtml
0.27249999999999996,0.46,0.37,0.23,0.03,,cb15dc55,http://www.xinhuanet.com/fortune/2018-06/25/c_1123033966.htm
0.18285714285714286,0.42,0.23,0.23,0.13,0.11,M92QACPSYRG54,http://m.cnbeta.com/view/742547.htm
-100.0,,,,,,075f60149ba3b46363fa1682182fba308226822e,http://sports.sina.com.cn/arg/2018-06-17/doc-ihcyszsa6391551.shtml
0.13124999999999998,0.36,0.28,0.24,0.13,0.09,b0b47c72e099d637caad2b2fbabe97882e608490,http://china.rednet.cn/c/2018/06/30/4667666.htm
0.14400000000000002,0.47000000000000003,0.29,0.17,0.11,0.1,cb212b820a7b0887e1f4b4245282f057a30358dc,https://www.jiemian.com/article/2286810.html
0.197,0.59,0.28,0.23,0.2,0.18,bf86b364cca56c967a3dd05179d8346ecb725f8b,http://tech.ifeng.com/a/20180704/45048484_0.shtml
0.030999999999999993,0.22,0.1,0.09,0.09,-0.01,PBV7N16321017693,http://sports.ifeng.com/a/20180701/58951047_0.shtml
0.21800000000000003,0.47000000000000003,0.33,0.31,0.3,0.28,ce0917196b0a1cb50c7e,http://mobile2.itanzi.com/api2/a/926436?for=rss&rss=chouti
-100.0,,,,,,D3H0218119017038,https://www.miaopai.com/show/A5XpIvmU81LqoJvee90Pr9dl4y5~7yUp-1G12A__.htm
0.173,0.45,0.22,0.22,0.17,0.16,920a34f2fcd73a8c70effcf2345d888647371bef,https://www.jiemian.com/article/2264692.html
0.11200000000000002,0.3,0.25,0.15,0.14,0.11,0de57ab8e1af7326a7c0904f240c46adedecfc17,http://2018.ifeng.com/a/20180702/58959290_0.shtml
-100.0,,,,,,3HX5T17222019282,https://www.douban.com/people/handsomepei/status/2181554836/
0.13,0.38,0.28,0.23,0.15,0.11,e00c4a63bf5852191b62906ad8d9ee2f323b2bb9,https://www.thepaper.cn/newsDetail_forward_2220441
0.051000000000000004,0.14,0.14,0.12,0.09,0.04,7VV0218112000122,https://www.huxiu.com/article/251006.html?f=chouti
0.23500000000000001,0.51,0.5,0.36,0.33,0.26,CLB7N18403056365,https://www.zuinow.com/n9428824.html
0.201,0.56,0.43,0.41000000000000003,0.33,0.29,3af39222cb9bf0a0201e68bcc5fac9f8e2492002,http://mobile2.itanzi.com/api2/a/922748?for=rss&rss=chouti
0.11599999999999999,0.5,0.18,0.15,0.13,0.08,ce061716e5377c05017e,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/o/2018-07-02/doc-ihespqry9054078.shtml
0.06799999999999998,0.33,0.12,0.11,0.08,0.08,8533873e2296101a040b9ef756da68091ffdff8d,https://www.jiemian.com/article/2274478.html
0.19000000000000003,0.39,0.31,0.27,0.21,0.17,39dffcbcb89489177fee56a5f2716d3d3e26724d,http://world.huanqiu.com/exclusive/2018-07/12422381.html
0.184,0.38,0.23,0.22,0.2,0.18,1f037b20619a70b5cfe51961b08ed5977698e977,https://mp.weixin.qq.com/s/jyTII98bRVkSLgBHV24FzA
0.06,0.06,,,,,153f7696c2d3987974af689e96b548f9ac19d7e4,https://mp.weixin.qq.com/s/0XtMiezVfo69p5B0k1ZNEg
0.25,0.46,0.32,0.29,0.28,0.28,APU0216224003472,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-20/doc-ihefphqk4582940.shtml
0.298,0.49,0.47000000000000003,0.38,0.3,0.29,078e1eff952af4fcb3622d95650f52a9a0684d11,http://www.acgdoge.net/archives/28128
0.17600000000000002,0.44,0.33,0.2,0.19,0.16,47de98cbfd7b4a6e55cb9ee35f631e68b179c760,http://m2.people.cn/r/MV8wXzExMjAzOTY1XzU4XzE1MzAwODgyMDQ=
0.128,0.62,0.15,0.12,0.11,0.1,fb21ead4,http://www.xinhuanet.com/world/2018-06/21/c_1123015723.htm
0.284,0.58,0.46,0.44,0.41000000000000003,0.26,fffd3e96c4539eef37636dd93944fa5752781629,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-29/doc-iheqpwqy9609285.shtml
0.205,0.73,0.39,0.17,0.13,0.13,35e568887d84,https://www.zuinow.com/n9322371.html
0.242,0.46,0.43,0.34,0.3,0.26,b0e897742797256c7266862c2dad1f2ab012f5f5,http://news.163.com/18/0624/00/DL1C99TQ00018AOQ.html
0.20700000000000002,0.41000000000000003,0.31,0.3,0.29,0.24,9e803b1c,http://edu.sina.com.cn/a/2018-07-03/doc-ihespqry5927165.shtml
0.21599999999999997,0.72,0.32,0.21,0.19,0.16,cd26f8e90dc35f22349863faf241e4c7d7d29c3f,http://sspai.com/post/45472
0.136,0.3,0.23,0.2,0.15,0.12,b1933e167f862c23ab783799aed27ff7dce5d416,https://bbs.hupu.com/22675896.html
0.28300000000000003,0.78,0.41000000000000003,0.39,0.31,0.3,a2b4f6f1a7ca12a78141096a0f8d462cbf1055a7,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/o/2018-06-26/doc-ihencxtu5192373.shtml
0.23900000000000002,0.59,0.44,0.33,0.25,0.23,7e3e117,https://www.ettoday.net/news/20180626/1199219.htm?from=chouti_et_news
0.259,0.5700000000000001,0.54,0.4,0.29,0.25,2a63aad14314e23dde6e5ecef45c6c04f461ccc8,http://bbs.tianya.cn/post-no04-2801418-1.shtml?event=rss%7Crss_web
0.201,0.41000000000000003,0.38,0.26,0.22,0.21,e4146d07a5ccc8703bc94593948a0171e9524482,https://hollandone.com/jxhx/%E5%9C%A8%E8%8D%B7%E5%85%B0%EF%BC%8C%E4%BB%8E%E9%98%BF%E9%87%8C%E5%B7%B4%E5%B7%B4%E4%B9%B0%E5%88%B0%E6%AC%A1%E5%93%81%EF%BC%8C%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%89%BE%E4%B8%8A%E9%97%A8%E6%9D%A5%E4%BA%86/
0.18400000000000002,0.41000000000000003,0.3,0.26,0.23,0.2,29b1365f,http://zhuanlan.zhihu.com/p/36408626?utm_campaign=rss&utm_medium=rss&utm_source=rss&utm_content=title
0.21100000000000002,0.48,0.45,0.35000000000000003,0.33,0.12,HMKNW17930001495,https://www.thepaper.cn/newsDetail_forward_2221252
0.198,0.64,0.36,0.29,0.22,0.18,4e25bba,http://m2.people.cn/r/MV8wXzExMjAxMTI3XzQ1XzE1MzAwNjMyNTA=
0.131,0.59,0.39,0.17,0.09,0.07,d7aae6d281b9869e5f230cf6bcac39e5cdeb1f0f,http://mil.news.sina.com.cn/china/2018-07-03/doc-ihevauxi3364139.shtml
0.183,0.37,0.33,0.32,0.23,0.2,e64c851f6b12cdd2a23462b7bda4d4c407e3a488,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-23/doc-iheirxye5880732.shtml
0.068,0.16,0.15,0.11,0.08,0.07,CB512EGJ1E,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/w/2018-06-23/doc-iheirxye6601013.shtml
0.17700000000000002,0.5,0.24,0.2,0.19,0.15,MGX5T17719002803,http://2018.163.com/18/0703/03/DLOS8DDN000598U2.html
0.155,0.51,0.27,0.2,0.14,0.13,cb212b820a7b0887e1f4b4245282f057a30358dc,http://www.yangtse.com/app/finance/2018-06-29/580613.html
0.289,0.61,0.46,0.4,0.32,0.23,c86d7907250e6f33c7213fe3a4c429afebf9a492,http://news.ifeng.com/a/20180701/58952333_0.shtml
0.10900000000000001,0.4,0.21,0.13,0.12,0.11,a34b1145ed551bc48038060c723548974becd522,https://wallstreetcn.com/articles/3351126
-100.0,,,,,,3afdba370fe831df606bbce4dc20f684954599f9,http://ent.163.com/18/0626/22/DL8RTNVD00038FO9.html
0.093,0.21,0.2,0.19,0.14,0.12,eb692f96ea1a3e280dd8d3fcf32ba24bbfb1c13f,http://www.chinanews.com/ty/2018/06-23/8544709.shtml
0.146,0.36,0.22,0.18,0.14,0.13,b3469b93cb8190686945bf0f92d9ed0c0a8b67f5,http://sports.sina.com.cn/tennis/atp/2018-06-24/doc-iheirxye9320191.shtml
0.05800000000000001,0.19,0.18,0.16,0.07,0.04,4fd48eff02ba086d78271de6f34fd8228140579a,http://world.kbs.co.kr/chinese/news/news_Sp_detail.htm?No=59616
0.20299999999999999,0.35000000000000003,0.31,0.3,0.27,0.27,43e3a05f387302c6e44b66ce421f36515ebc752d,https://www.jiemian.com/article/2271165.html
0.126,0.42,0.39,0.24,0.13,0.13,7c4d6b5b4a7d0d77c0d38847c55e0ced1cab5505,https://mp.weixin.qq.com/s/0N0TPnCcwGWKmYNAuad11Q
0.252,0.49,0.37,0.34,0.32,0.32,01b57c4d4cda99cfd3b1a157ece8c9de5c9272fe,https://www.jiemian.com/article/2251084.html
0.147,0.3,0.26,0.18,0.16,0.15,413f32619497b7f2a927b9d7174eb970a056dc47,https://bbs.hupu.com/22688762.html
-100.0,,,,,,008d457c53ff72390d0e9ca733666138ac211096,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/w/2018-06-21/doc-ihefphqm2028328.shtml
0.29900000000000004,0.58,0.43,0.34,0.31,0.3,4bedf270302284520ccbd528466303dc0719d98d,http://news.ifeng.com/a/20180701/58952334_0.shtml?_zbs_baidu_news
0.22800000000000004,0.38,0.36,0.36,0.27,0.2,792QBER522CH7,http://mobile2.itanzi.com/api2/a/921037?for=rss&rss=chouti
0.154,0.51,0.32,0.29,0.26,0.16,87b08445d3f1db6e24c60d817da2d7da3d51b1be,https://www.jiemian.com/article/2279576.html
0.22300000000000003,0.38,0.37,0.31,0.24,0.21,92a7b22c91fc6498cb679cca43a606702ac25e9a,http://mobile2.itanzi.com/api2/a/925003?for=rss&rss=chouti
0.126,0.22,0.21,0.19,0.16,0.13,7f74e1889567fb255850930da924e85fbe17fcd3,http://sports.sina.com.cn/l/2018-06-23/doc-iheirxye3504010.shtml
0.13,0.43,0.22,0.18,0.15,0.1,49a3c6d6d3cd06e8c1fbf919290d5c32a1f10fe7,http://world.huanqiu.com/exclusive/2018-07/12417233.html
-100.0,,,,,,3HX0217908002780,http://young.ifeng.com/a/20180629/45042849_0.shtml
0.203,0.51,0.44,0.29,0.25,0.23,8f4ad9e3f914fc59e0898de82711b227d270ff0c,http://mobile2.itanzi.com/api2/a/918816?for=rss&rss=chouti
0.21800000000000003,0.44,0.43,0.39,0.35000000000000003,0.22,615e03e96c50bf84d0cc24f77f11cff5d1adaf1b,http://bbs.tianya.cn/post-767-49316-1.shtml?event=rss%7Crss_web
0.11699999999999999,0.39,0.36,0.14,0.12,0.09,27c6e9a4160f57b7758bebcd4daf30739442f473,https://bbs.hupu.com/22742367.html
0.229,0.46,0.41000000000000003,0.35000000000000003,0.27,0.26,80SQBDPK22AYJ,http://www.tmtpost.com/nictation/3327865.html
0.198,0.42,0.41000000000000003,0.32,0.2,0.19,P7CDU17C23018038,https://m.21jingji.com/article/20180701/herald/7613b3d472aa8501225fcbe24e43c74d.html
0.346,0.49,0.46,0.44,0.39,0.36,8f6af320571209a5fd09ead3ee79e6ff596a2583,http://www.chinanews.com/sh/2018/06-26/8547376.shtml
-100.0,,,,,,11d34657c51713a5d661a56432563f1c5f3f3557,http://www.miaopai.com/show/afyj6tMsXZ1Kx11ypuWVqt~XXnPKlybQ99LJAA__.htm
0.128,0.42,0.25,0.25,0.15,0.08,c7280718332540655dd986e26d5dd78cd3eb2ff2,http://tech.qq.com/a/20180624/004194.htm
0.08299999999999999,0.31,0.31,0.23,0.13,0.03,596bd7e38f2e1be70a50796150220d9223df8071,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-23/doc-iheirxye3113856.shtml
0.10800000000000001,0.39,0.22,0.14,0.13,0.09,WTKGK17713000051,http://mobile2.itanzi.com/api2/a/920996?for=rss&rss=chouti
0.25,0.76,0.61,0.31,0.18,0.17,f571982c1965b5b1aef6dfe83b27a18b6073b436,http://world.huanqiu.com/exclusive/2018-07/12407058.html
0.23000000000000004,0.44,0.4,0.38,0.28,0.24,CB512E7ZRJ,http://news.sina.com.cn/c/2018-06-30/doc-ihespqrx5641585.shtml
0.07200000000000002,0.45,0.17,0.16,0.04,0.04,e155a2c675d1aaef00eba2b1f0350a8879c61849,http://www.xinhuanet.com/world/2018-06/20/c_1123012338.htm
-100.0,,,,,,21a4bdc,http://world.huanqiu.com/exclusive/2018-06/12336216.html
0.24700000000000003,0.43,0.38,0.37,0.31,0.29,83dc188b86be44b848fe688fc092474c77614e32,https://www.thepaper.cn/newsDetail_forward_2222002
0.21,0.41000000000000003,0.16,0.06,,,1b082cd8bc80b8e535aacefed159632155a7de84,https://www.jiemian.com/article/2252261.html
0.22599999999999998,0.52,0.39,0.32,0.2,0.19,2368c1,http://m2.people.cn/r/MV8wXzExMTcwOTQyXzczXzE1Mjk1Mzg5Nzg=
0.154,0.37,0.29,0.14,0.14,0.14,610a4788,http://news.iqilu.com/china/gedi/2018/0627/3963305.shtml
0.174,0.61,0.26,0.26,0.16,0.16,bd8bacbc,http://www.chinanews.com/gj/2018/06-21/8542702.shtml
0.238,0.59,0.42,0.23,0.22,0.2,702602102cf49ed273dab906c05a95b4642840f8,http://www.igao7.com/news/201806/zbn8hxvhWxwVeSYn.html
0.12200000000000003,0.39,0.34,0.15,0.09,0.06,cd7857fa81a4cfdc08a16c49a88033e51055ef5b,http://www.thecover.cn/news/868135
